
"[Aston Samarinda Hotel & Convention Center,Pelabuhan,  Kota Samarinda,  Kalimantan Timur,  Indonesia,-0.502646,117.154884,from,null]"
"[Jalan Mancasan Indah IV,Jalan Mancasan Indah IV,-7.7601869,110.4103706,from,null]"
"[Mirota Pasaraya Jakal,Mirota Pasaraya Jakal,-7.752913,110.38456,from,null]"
"[Puri Chorus 2,Puri Chorus 2,-7.7795744,110.38729,from,null]"
"[Indomaret Pringgodani,Indomaret Pringgodani,-7.7741685,110.39369,from,null]"
"[Plaza Ambarrukmo,Plaza Ambarrukmo,-7.7822495,110.40136,from,null]"
"[De Laxston Hotel, Jalan Urip Sumoharjo, Klitren, Kota Yogyakarta, Daerah Istimewa Yogyakarta, Indonesia,De Laxston Hotel, Jalan Urip Sumoharjo, Klitren, Kota Yogyakarta, Daerah Istimewa Yogyakarta, Indonesia,-7.783029,110.38702,from,null]"
"[BANK MANDIRI CAbang Balikpapan Sudirman, Jalan Jenderal Sudirman, Klandasan Ilir, Kota Balikpapan, Kalimantan Timur, Indonesia,BANK MANDIRI CAbang Balikpapan Sudirman, Jalan Jenderal Sudirman, Klandasan Ilir, Kota Balikpapan, Kalimantan Timur, Indonesia,-1.2768795,116.83696,from,null]"
"[Jl. Projakal No.51, Batu Ampar, Balikpapan Utara, Kota Balikpapan, Kalimantan Timur 76136, Indonesia,Jl. Projakal No.51, Batu Ampar, Balikpapan Utara, Kota Balikpapan, Kalimantan Timur 76136, Indonesia,-1.2017955,116.8571041,from,null]"
"[Jogja City Mall,Jogja City Mall,-7.753429,110.36063,from,null]"
"[Jl. Merthayasa No.18A, Pemecutan Kaja, Denpasar Utara, Kota Denpasar, Bali 80111, Indonesia,Jl. Merthayasa No.18A, Pemecutan Kaja, Denpasar Utara, Kota Denpasar, Bali 80111, Indonesia,-8.6506973,115.204404,from,null]"
"[Gusto Gelato & Caffe,Jalan Mertanadi,  Kerobokan Kelod,  Kabupaten Badung,  Bali,  Indonesia,-8.67982,115.16764,from,null]"
"[Rawon Nguling - Malang,Rawon Nguling - Malang,-7.9839382,112.6340007,from,null]"
"[GKY,Klandasan Ilir,  Kota Balikpapan,  Kalimantan Timur,  Indonesia,-1.26302,116.84623,from,null]"
"[Museum Angkut, Jl. Sultan Agung No.2, Ngaglik, Kec. Batu, Kota Batu, Jawa Timur 65314, Indonesia,Museum Angkut, Jl. Sultan Agung No.2, Ngaglik, Kec. Batu, Kota Batu, Jawa Timur 65314, Indonesia,-7.8785179,112.5183747,from,null]"
"[Gg. Rakhmat,Gg. Rakhmat,-7.8194353,110.3570377,from,null]"
"[Jl. Podang, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281, Indonesia,Jl. Podang, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281, Indonesia,-7.777026,110.391618,from,null]"
